character,record_type,record_subtype,name,activation_requirement,stack_limit,cp_cost,die_face,rules_text,character_form,potion_slot_limit,summon_cost,companion_limit,unearth_corpse_value,companion_activation_limit,ace_charge_slot_limit
Loki,Unique Card,Main Phase Action,Loki’n to My Eyes!,,,1,,Inflict 3 Spellbound.,All Forms,,,,,,
Loki,Unique Card,Hero Upgrade,Mockery II,3/4/5 Scepter,,2,,"3 Scepter: Deal 7 dmg. 4 Scepter: Deal 8 dmg. 5 Scepter: Deal 9 dmg. On 3-of-a-kind (#’s), gain Bag of Tricks.",All Forms,,,,,,
Doctor Strange,Unique Mechanic,Deck Rules,Spells,,,,,"Spells have Prepare and Cast effects: When you Prepare a Spell, place the Spell on your Passive Ability, Book of Vishanti (do not remove previously prepared Spells). Then perform the ‘Prepare Effect’. When you Cast a Spell, you may choose any card from your Book of Vishanti and perform the ‘Cast Effect’.",All Forms,,,,,,
Doctor Strange,Status Effect,Negative Status Effect,Crimson Bands,,1,,,"Cannot play cards during next Roll Phase: A player afflicted with this token cannot play cards during their next Roll Phase. Then, at the conclusion of that Roll Phase, discard this token.",All Forms,,,,,,
Doctor Strange,Status Effect,Positive Status Effect,Premonition,,3,,,"Draw more cards during Income Phase: A player with these tokens may spend them once per turn during their Income Phase to activate one of the following effects: • 1 token: draw 2 instead of 1. • 3 tokens: draw 3 instead of 1. When activated, one of the drawn cards must be placed on either the top or bottom of the deck.",All Forms,,,,,,
Doctor Strange,Status Effect,Positive Status Effect,Déjà Vu,,1,,,"Restart your Offensive Roll Phase: Instead of activating an Ability, a player with this token may spend it to conclude their current Offensive Roll Phase and then start a new Offensive Roll Phase.",All Forms,,,,,,
Doctor Strange,Hero Board Ability,Passive Ability,Book of Vishanti,Passive; once per turn during Main Phase,,,,"Begin the game with the Flames of Faltine Spell placed on the Book of Vishanti (without activating the Prepare effect). Once per turn, during your Main Phase, you may Prepare a Spell from your hand.",All Forms,,,,,,
Doctor Strange,Hero Board Ability,Offensive Ability,Augury,[tome] ×2 + [amulet] ×2,,,,Gain Déjà Vu. Deal 8 dmg.,All Forms,,,,,,
Doctor Strange,Hero Board Ability,Offensive Ability,Universal Awareness,[tome] ×4,,,,Draw 1. Gain Déjà Vu and 2 Premonition. Prepare a Spell from your discard pile.,All Forms,,,,,,
Doctor Strange,Hero Board Ability,Offensive Ability,Mystic Bolts,Small Straight / Large Straight,,,,Small Straight: Deal 6 dmg. Cast a Spell. Large Straight: Deal 9 dmg. Cast a Spell.,All Forms,,,,,,
Doctor Strange,Hero Board Ability,Offensive Ability,Wand of Watoomb,[amulet] ×4,,,,Inflict Crimson Bands. Deal 5 undefendable dmg. Prepare a Spell from your discard pile. Then Cast up to two Spells.,All Forms,,,,,,
Doctor Strange,Hero Board Ability,Offensive Ability,Astral Incursion,[mandala] ×1 + [tome] ×1 + [mantle] ×1 + [amulet] ×1,,,,"Deal 6 dmg and roll 2 [dice]: On [mandala], add 3 dmg. On [tome], gain Premonition. On [mantle], inflict Crimson Bands. On [amulet], Cast a Spell.",All Forms,,,,,,
Doctor Strange,Hero Board Ability,Offensive Ability,Binding,[mandala] ×2 + [mantle] ×2,,,,Inflict Crimson Bands. Deal 9 dmg.,All Forms,,,,,,
Doctor Strange,Hero Board Ability,Defensive Ability,Cloak of Levitation,Defense Roll 2 [dice],,,,"On [mandala], deal 1 dmg. On [tome], gain Premonition. On [mantle], prevent 2 dmg. On [amulet], deal 3 dmg.",All Forms,,,,,,
Doctor Strange,Hero Board Ability,Ultimate Ability,All-Seeing Eye!,[amulet] ×5,,,,"Look at the top five cards of your deck. Prepare up to two Spells among these cards. Put the other cards back in any order. Then deal 10 dmg and Cast up to two Spells. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Doctor Strange,Character Die,Die Symbol,Mandala,,,,1; 2,Mandala.,All Forms,,,,,,
Doctor Strange,Character Die,Die Symbol,Tome,,,,3; 4,Tome.,All Forms,,,,,,
Doctor Strange,Character Die,Die Symbol,Mantle,,,,5,Mantle.,All Forms,,,,,,
Doctor Strange,Character Die,Die Symbol,Amulet,,,,6,Amulet.,All Forms,,,,,,
Doctor Strange,Unique Card,Spell Card,Chains of Krakkan,,,,,Prepare Effect: Inflict Crimson Bands on a chosen opponent. Cast Effect: Make an Attack undefendable. Then discard this card.,All Forms,,,,,,
Doctor Strange,Unique Card,Spell Card,Bolts of Balthakk,,,,,Prepare Effect: Gain 1 CP. Cast Effect: Deal 3 dmg as an isolated source of undefendable dmg to a chosen opponent. Then discard this card.,All Forms,,,,,,
Doctor Strange,Unique Card,Spell Card,Flames of Faltine,,,,,STARTER SPELL — Prepare Effect: Deal 1 dmg as an isolated source of undefendable dmg to a chosen opponent. Cast Effect: Add 1 dmg to an Attack. Then return this card to your hand.,All Forms,,,,,,
Doctor Strange,Unique Card,Spell Card,Fangs of Farallah,,,,,Prepare Effect: A chosen opponent loses 1 CP. Cast Effect: Add 3 dmg to an Attack. Then discard this card.,All Forms,,,,,,
Doctor Strange,Unique Card,Spell Card,Mists of Morpheus,,,,,Prepare Effect: A chosen player gains Déjà Vu. Cast Effect: Heal any Hero 3. Then discard this card.,All Forms,,,,,,
Doctor Strange,Unique Card,Spell Card,Rings of Raggadorr,,,,,Prepare Effect: Gain Premonition. Cast Effect: Cast up to two different Spells in your discard pile. Then discard this card.,All Forms,,,,,,
Doctor Strange,Unique Card,Spell Card,Images of Ikonn,,,,,"Prepare Effect: None. Cast Effect: Add 1 dmg to an Attack for each card in your hand, up to a maximum of 4. Then discard this card.",All Forms,,,,,,
Doctor Strange,Unique Card,Spell Card,Winds of Watoomb,,,,,Prepare Effect: You may remove a status effect token from a chosen player. Cast Effect: Prepare a Spell card from your discard pile. Then discard this card.,All Forms,,,,,,
Doctor Strange,Unique Card,Spell Card,Vapors of Valtorr,,,,,Prepare Effect: Heal any Hero 1. Cast Effect: Gain 3 Premonition. Then discard this card.,All Forms,,,,,,
Doctor Strange,Unique Card,Main Phase Action,Foresight!,,,0,,Gain 2 Premonition.,All Forms,,,,,,
Doctor Strange,Unique Card,Roll Phase Action (Attack Modifier),Cast Away!,,,0,,Cast a Spell.,All Forms,,,,,,
Doctor Strange,Unique Card,Roll Phase Action,Shield of Seraphim!,,,1,,"Play only after being Attacked. Roll 2 [dice]: On [mandala], prevent 1 dmg. On [tome], prevent 2 dmg. On [mantle], prevent 3 dmg. On [amulet], gain Premonition.",All Forms,,,,,,
Doctor Strange,Unique Card,Instant Action,Time After Time!,,,2,,A chosen player gains Déjà Vu.,All Forms,,,,,,
Doctor Strange,Unique Card,Roll Phase Action (Attack Modifier),Icy Tendrils!,,,1,,"Roll 2 [dice]: On [mandala], add 1 dmg. On [tome], Cast a Spell. On [mantle], add 2 dmg. On [amulet], inflict Crimson Bands.",All Forms,,,,,,
Black Widow,Status Effect,Unique Status Effect,Covert Ops,,3,,,"Use to look at or rearrange cards: You may spend this token once per turn during your Main Phase to do one of the following effects: • Put an Ability Upgrade from your hand into play. • Look at the top 3 cards of your deck. If none of them are Ability Upgrades, you may reveal these cards and search your deck for an Ability Upgrade. Show it to your opponent and add it to your hand. Then shuffle your deck. Otherwise, put them back in any order. This token may not be transferred or removed by any means.",All Forms,,,,,,
Black Widow,Status Effect,Positive Status Effect,Agility,,2,,,"Spend and roll 1-3 to avoid 1/2 damage: When a player with this token receives damage, they may spend it and roll 1 [die]. If the outcome is 1-3, prevent 1/2 incoming damage (rounded up).",All Forms,,,,,,
Black Widow,Status Effect,Negative Status Effect,Time Bomb,,2,,,"Roll a 6 to attempt to defuse. Take 4 dmg if you run out of time: When inflicting this token, if you have at least 6 Ability Upgrades in play, place it on the 0:01 side up. Otherwise, place it on the 0:02 side up. During their Upkeep Phase, a player afflicted with this token must roll 1 [die]: • On 1-5, advance the Time Bomb. • On 6, remove the token. When a Time Bomb is advanced: • If the token is on the 0:02 side, flip it to the 0:01 side. • If the token is on the 0:01 side, the player afflicted with this token removes it and receives 4 dmg as an isolated source of undefendable dmg.",All Forms,,,,,,
Black Widow,Hero Board Ability,Passive Ability,Red Room Training,Passive,,,,"Begin the game with 3 Covert Ops. You may play Ability Upgrades during any Roll Phase. If you have at least 5 Ability Upgrades in play, add 1 dmg to all of your Attacks.",All Forms,,,,,,
Black Widow,Hero Board Ability,Offensive Ability,Baton Strike,[batons] ×3 / [batons] ×4 / [batons] ×5,,,,[batons] ×3: Deal 5 dmg. [batons] ×4: Deal 6 dmg. [batons] ×5: Deal 7 dmg.,All Forms,,,,,,
Black Widow,Hero Board Ability,Offensive Ability,Infiltrate,[espionage] ×2 + [batons] ×1 + [widow] ×1,,,,Gain Agility. Advance all Time Bomb tokens. Then inflict Time Bomb.,All Forms,,,,,,
Black Widow,Hero Board Ability,Offensive Ability,Widow's Gauntlets,[espionage] ×3 + [batons] ×2,,,,Gain 1 CP. Deal 6 dmg. Add 1 dmg per Ability Upgrade you have in play.,All Forms,,,,,,
Black Widow,Hero Board Ability,Offensive Ability,Hacked,Small Straight,,,,"Inflict Time Bomb. Deal 5 dmg. If you have at least 3 Ability Upgrades in play, deal 7 dmg instead.",All Forms,,,,,,
Black Widow,Hero Board Ability,Offensive Ability,Grapple,[widow] ×4,,,,"Gain Agility. Deal 6 undefendable dmg. Add 1 dmg per Ability Upgrade you have in play. If you have at least 2 Ability Upgrades in play, gain 1 CP.",All Forms,,,,,,
Black Widow,Hero Board Ability,Offensive Ability,Vengeance,Large Straight,,,,"Gain Agility. Deal 7 dmg and roll 4 [dice]: Add 1 × [batons] dmg. On [espionage], inflict Time Bomb. On [widow] ×2, gain Covert Ops.",All Forms,,,,,,
Black Widow,Hero Board Ability,Defensive Ability,Sabotage,Defense Roll 3 [dice],,,,"Deal 1 × [batons] dmg. Prevent 1 × [espionage] dmg. On [widow] ×2, inflict Time Bomb. If you have at least 4 Ability Upgrades in play, you may re-roll any of these dice.",All Forms,,,,,,
Black Widow,Hero Board Ability,Ultimate Ability,Widow's Bite!,[widow] ×5,,,,"Search your deck for up to two Ability Upgrades and put them into play. Then shuffle your deck. Inflict Time Bomb. Deal 10 dmg. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Black Widow,Character Die,Die Symbol,Espionage,,,,1; 2,Espionage.,All Forms,,,,,,
Black Widow,Character Die,Die Symbol,Batons,,,,3; 4; 5,Batons.,All Forms,,,,,,
Black Widow,Character Die,Die Symbol,Widow,,,,6,Widow.,All Forms,,,,,,
Black Widow,Unique Card,Hero Upgrade,Sabotage II,Defense Roll 4 [dice],,2,,"Deal 1 × [batons] dmg. Prevent 1 × [espionage] dmg. On [widow] ×2, inflict Time Bomb. If you have at least 4 Ability Upgrades in play, you may re-roll any of these dice.",All Forms,,,,,,
Black Widow,Unique Card,Hero Upgrade,Vengeance II / Subvert,Vengeance II: Large Straight; Subvert: [espionage] ×1 + [batons] ×3,,2,,"VENGEANCE II — Gain Agility. Deal 7 dmg and roll 5 [dice]: Add 1 × [batons] dmg. On [espionage], inflict Time Bomb. On [widow] ×2, gain Covert Ops. SUBVERT — Gain Covert Ops and Agility.",All Forms,,,,,,
Black Widow,Unique Card,Hero Upgrade,Infiltrate II / Spy Game,Infiltrate II: [espionage] ×2 + [batons] ×1 + [widow] ×1; Spy Game: [espionage] ×2 + [batons] ×1 + [widow] ×2,,2,,INFILTRATE II — Gain Agility. Inflict Time Bomb. Then advance all Time Bomb tokens. SPY GAME — Gain Covert Ops and Agility. Deal 6 undefendable dmg.,All Forms,,,,,,
Black Widow,Unique Card,Instant Action,Assemble!,,,1,,Gain 2 Agility.,All Forms,,,,,,
Black Widow,Unique Card,Main Phase Action,Undercover Mission!,,,2,,"A chosen opponent gains Time Bomb. If you have at least 4 Ability Upgrades in play, gain Agility.",All Forms,,,,,,
Black Widow,Unique Card,Roll Phase Action,Elude!,,,1,,"If the outcome of an Agility die roll is 5-6, you may play this card to ignore all incoming dmg. This card can be played after your dice have been re-rolled.",All Forms,,,,,,
Black Widow,Unique Card,Hero Upgrade,Red Room Training II,Passive,,2,,"Whenever you play an Ability Upgrade card, draw 1 (excluding this card). You may play Ability Upgrades during any Roll Phase. If you have at least 5 Ability Upgrades in play, add 1 dmg to all of your Attacks.",All Forms,,,,,,
Black Widow,Unique Card,Main Phase Action,Cunning!,,,2,,Look at the top 5 cards of your deck. Reveal all Ability Upgrades to your opponent and then add them to your hand. Put all remaining cards back in any order.,All Forms,,,,,,
Black Widow,Unique Card,Hero Upgrade,Hacked II,Small Straight,,1,,"A chosen opponent is inflicted with Time Bomb. Deal 6 dmg. If you have at least 3 Ability Upgrades in play, deal 8 dmg instead.",All Forms,,,,,,
Black Widow,Unique Card,Roll Phase Action,Recoil!,,,0,,"Play only after being Attacked. Roll 2 [dice]: On [espionage], gain 1 CP. On [widow], prevent 1/2 incoming dmg (rounded up).",All Forms,,,,,,
Black Widow,Unique Card,Hero Upgrade,Widow's Gauntlets II / Covert Mission,Widow's Gauntlets II: [espionage] ×3 + [batons] ×2; Covert Mission: [espionage] ×2 + [batons] ×2,,2,,WIDOW'S GAUNTLETS II — Gain 1 CP. Deal 7 dmg. Add 1 dmg per Ability Upgrade you have in play. COVERT MISSION — Inflict Time Bomb on up to two different chosen opponents.,All Forms,,,,,,
Black Widow,Unique Card,Roll Phase Action (Attack Modifier),Subversion!,,,1,,Add 2 dmg. Add an additional 1 dmg for each Ability Upgrade played this turn.,All Forms,,,,,,
Black Widow,Unique Card,Hero Upgrade,Grapple II / Recon,Grapple II: [widow] ×4; Recon: [widow] ×3,,2,,GRAPPLE II — Gain 1 CP and Agility. Deal 7 undefendable dmg. Add 1 dmg per Ability Upgrade you have in play. RECON — Gain Agility. Search your deck for an Ability Upgrade and put it into play. Then shuffle your deck.,All Forms,,,,,,
Black Widow,Unique Card,Hero Upgrade,Baton Strike II,[batons] ×3 / [batons] ×4 / [batons] ×5,,1,,"[batons] ×3: Deal 6 dmg. [batons] ×4: Deal 7 dmg. [batons] ×5: Deal 8 dmg. When this card is played, force an opponent to reveal their hand to you.",All Forms,,,,,,
Treant,Companion,Companion Rules,Spirits,,,,,"You may spend 1 Spirit of each type once per turn to receive one of the effects listed in their sections. To ‘Grow a Spirit’ means to gain a Seedling or upgrade an existing Spirit from Seedling to Sapling, or from Sapling to Dryad.",All Forms,,,,,,
Treant,Companion,Companion State,Seedling Spirit,,,,,Spend Seedling to re-roll 1 of your dice.,All Forms,,,3,,,
Treant,Companion,Companion State,Sapling Spirit,,,,,Spend Sapling to Heal 1 and gain 1 CP. Spend Sapling and 1 CP to draw 1.,All Forms,,,2,,,
Treant,Companion,Companion State,Dryad Spirit,,,,,"Spend Dryad to add 3 dmg. Attack Modifier. If an opponent's Attack would inflict a Negative Status Effect upon you, you may spend Dryad at the conclusion of their Offensive Roll Phase to prevent that incoming status effect.",All Forms,,,1,,,
Treant,Status Effect,Negative Status Effect,Barbed Vine,,1,,,"Receive 1 dmg for additional Roll Attempts: A player afflicted with this token receives 1 dmg for each Roll Attempt beyond the first during their Offensive Roll Phase, up to a maximum of 2 dmg per turn. This token is removed and then this dmg is applied at the conclusion of the Roll Phase.",All Forms,,,,,,
Treant,Status Effect,Positive Status Effect,Wellspring,,1,,,Heal 1/2 of 1 die during Main Phase: A player with this token may spend it during their Main Phase and roll 1 [die]: gain 1/2 the value as Health (rounded up).,All Forms,,,,,,
Treant,Hero Board Ability,Passive Ability,Fertilize,Passive; Upkeep Phase,,,,"During your Upkeep Phase, grow 1 Spirit.",All Forms,,,,,,
Treant,Hero Board Ability,Offensive Ability,Splinter,[branch] ×3 / [branch] ×4 / [branch] ×5,,,,[branch] ×3: Deal 5 dmg. [branch] ×4: Deal 6 dmg. [branch] ×5: Deal 7 dmg. You may discard 1 Spirit to inflict Barbed Vine.,All Forms,,,,,,
Treant,Hero Board Ability,Offensive Ability,Tend,[leaf] ×2 + [spirit] ×2,,,,Draw 1. Grow 3 Spirits. A chosen player gains Wellspring. A chosen opponent is inflicted with Barbed Vine.,All Forms,,,,,,
Treant,Hero Board Ability,Offensive Ability,Overgrowth,[branch] ×2 + [leaf] ×3,,,,Deal 2 dmg. You may remove up to 2 Spirits to add 4 dmg per Spirit removed. You may discard Wellspring to make this Attack undefendable.,All Forms,,,,,,
Treant,Hero Board Ability,Offensive Ability,Vengeful Vines,Small Straight,,,,Inflict Barbed Vine. Deal 7 dmg.,All Forms,,,,,,
Treant,Hero Board Ability,Offensive Ability,Nature's Grasp,[spirit] ×4,,,,Grow 2 Spirits. Then deal 5 undefendable dmg plus 1 dmg per Spirit.,All Forms,,,,,,
Treant,Hero Board Ability,Offensive Ability,Call of the Wild,Large Straight,,,,"Deal 8 dmg and roll 4 [dice]: Add 1 × [branch] dmg. On [leaf], gain Wellspring. Grow 1 × [spirit] Spirits.",All Forms,,,,,,
Treant,Hero Board Ability,Defensive Ability,Rooted,Defense Roll 3 [dice],,,,"Prevent 1 × [branch] plus 1 × [spirit] dmg. On [leaf] ×2, grow a Spirit.",All Forms,,,,,,
Treant,Hero Board Ability,Ultimate Ability,Wake the Forest!,[spirit] ×5,,,,"You and a chosen teammate gain Wellspring. Grow 5 Spirits. Inflict Barbed Vine. Then deal 10 dmg. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Treant,Character Die,Die Symbol,Branch,,,,1; 2; 3,Branch.,All Forms,,,,,,
Treant,Character Die,Die Symbol,Leaf,,,,4; 5,Leaf.,All Forms,,,,,,
Treant,Character Die,Die Symbol,Spirit,,,,6,Spirit.,All Forms,,,,,,
Treant,Unique Card,Instant Action,Drink Deep!,,,1,,A chosen player gains Wellspring.,All Forms,,,,,,
Treant,Unique Card,Main Phase Action,Harvest!,,,0,,"Remove up to 3 Spirits and gain 1 CP per Spirit removed. If at least 2 were removed, up to two chosen players gain Wellspring.",All Forms,,,,,,
Treant,Unique Card,Main Phase Action,Cultivate!,,,3,,Grow 3 Spirits.,All Forms,,,,,,
Treant,Unique Card,Main Phase Action,Down Pour!,,,2,,"You may grow all existing Spirits once each, in any order.",All Forms,,,,,,
Treant,Unique Card,Roll Phase Action (Attack Modifier),Stomp!,,,1,,"Roll 5 [dice]: Add 1 × [branch] dmg. If at least 3 dmg was added, inflict Barbed Vine.",All Forms,,,,,,
Treant,Unique Card,Hero Upgrade,Splinter II,[branch] ×3 / [branch] ×4 / [branch] ×5,,1,,[branch] ×3: Deal 5 dmg. [branch] ×4: Deal 6 dmg. [branch] ×5: Deal 7 dmg. Inflict Barbed Vine.,All Forms,,,,,,
Treant,Unique Card,Hero Upgrade,Tend II / Cultivate,Tend II: [leaf] ×2 + [spirit] ×2; Cultivate: [branch] ×2 + [spirit] ×2,,2,,TEND II — Draw 1. Grow 4 Spirits. A chosen player gains Wellspring. A chosen opponent is inflicted with Barbed Vine. CULTIVATE — Grow 6 Spirits.,All Forms,,,,,,
